total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition
13,5150000.0,38.4,2018-09-17T00:00:00,1,,25.0,20.0,13,False,False,False,10.4,2.0,New York City,17475.0,14943.0,2.0,456.0,0.0,,42.0
4,4100000.0,45.6,2016-01-13T00:00:00,2,2.3,9.0,28.4,8,False,False,False,7.0,2.0,New York City,49152.0,14977.0,1.0,489.0,1.0,525.0,329.0
10,4025000.0,34.9,2017-12-21T00:00:00,1,2.56,10.0,17.5,10,,False,False,7.5,2.0,New York City,34592.0,13165.0,0.0,,1.0,816.0,245.0
1,3200000.0,42.0,2015-11-27T00:00:00,2,,5.0,28.0,3,,False,False,5.0,0.0,New York City,24733.0,22180.0,0.0,,0.0,,307.0
13,3400000.0,42.8,2016-04-12T00:00:00,2,,5.0,27.5,1,,False,False,5.8,0.0,New York City,39812.0,9072.0,2.0,378.0,0.0,,81.0
7,8370000.0,73.8,2019-03-12T00:00:00,2,2.75,24.0,34.8,6,,False,False,14.7,2.0,New York City,51907.0,14368.0,2.0,558.0,0.0,,15.0
20,4089000.0,59.3,2017-12-30T00:00:00,2,2.7,4.0,30.7,2,,False,False,10.7,1.0,New York City,39631.0,18686.0,0.0,,2.0,760.0,103.0
3,1900000.0,21.89,2018-11-01T00:00:00,1,,19.0,10.93,17,,False,False,,,Generic US Locality,,,,,,,22.000000000000004
3,1600000.0,51.2,2015-10-14T00:00:00,2,2.55,3.0,30.3,2,,False,False,7.0,0.0,Generic US Locality,,,,,,,467.0
3,7500000.0,70.0,2017-07-11T00:00:00,2,,18.0,37.0,13,,False,False,10.0,0.0,New York City,14878.0,9791.0,0.0,3064.0,1.0,264.0,4.0
10,1700000.0,29.7,2018-08-28T00:00:00,1,2.5,3.0,16.2,2,,False,False,5.2,,Generic US Locality,,,,,,,114.0
14,6500000.0,50.0,2018-12-18T00:00:00,3,2.9,6.0,33.0,4,,False,False,8.0,,New York City,25905.0,4753.0,0.0,,1.0,317.0,
13,3490000.0,32.0,2018-01-04T00:00:00,1,2.7,5.0,18.2,5,,False,False,5.5,1.0,New York City,14133.0,8382.0,0.0,,0.0,,164.0
16,4080000.0,59.3,2018-03-27T00:00:00,3,2.8,5.0,37.9,3,,False,False,7.5,,Generic US Locality,,,,,,,37.0
7,3200000.0,62.4,2019-04-23T00:00:00,4,,5.0,,2,,False,False,,1.0,Generic US Locality,,,,,,,
20,8999000.0,50.0,2017-12-23T00:00:00,2,,8.0,35.0,8,,False,False,7.0,,New York City,25122.0,5690.0,0.0,,0.0,,9.0
14,3715000.0,35.0,2018-08-19T00:00:00,1,2.6,17.0,16.0,4,,False,False,11.0,,New York City,25360.0,14749.0,0.0,,0.0,,15.0
13,3990000.0,33.2,2019-04-15T00:00:00,1,2.5,5.0,19.0,5,,False,False,6.0,,New York City,10691.0,11766.0,1.0,380.0,1.0,666.0,
19,7500000.0,60.0,2017-06-29T00:00:00,2,,16.0,31.0,8,,False,False,9.0,0.0,New York City,34201.0,14069.0,0.0,,0.0,,46.00000000000001
11,2550000.0,30.0,2017-11-10T00:00:00,0,2.75,23.0,15.9,11,,True,False,,2.0,New York City,21928.0,17256.0,0.0,,1.0,429.0,19.0
18,4200000.0,50.5,2018-10-04T00:00:00,2,,19.0,28.1,11,,False,False,9.0,,Generic US Locality,,,,,,,51.0
8,4750000.0,41.2,2015-07-28T00:00:00,1,,24.0,18.0,4,,False,False,10.5,0.0,New York City,52212.0,16802.0,0.0,,1.0,733.0,418.0
15,3199000.0,33.8,2018-03-01T00:00:00,1,2.55,14.0,18.0,11,,False,False,8.0,1.0,New York City,31861.0,12933.0,0.0,,0.0,,218.0
0,2400000.0,40.3,2017-12-07T00:00:00,1,2.5,5.0,17.4,3,,False,False,8.3,,Generic US Locality,,,,,,,109.0
18,5200000.0,49.0,2019-03-17T00:00:00,2,2.5,9.0,30.8,3,,False,False,6.6,1.0,New York City,23226.0,15840.0,0.0,,0.0,,
2,11390000.0,68.8,2016-09-22T00:00:00,2,3.01,12.0,34.2,5,,False,False,11.6,1.0,New York City,31744.0,4836.0,0.0,,3.0,153.0,580.0
17,5250000.0,50.0,2019-04-18T00:00:00,1,2.7,6.0,18.0,6,False,False,False,14.0,1.0,White Plains,18487.0,30641.0,0.0,,1.0,98.0,
12,2150000.0,20.1,2019-01-30T00:00:00,1,,9.0,,1,True,False,False,,,New York City,26646.0,12147.0,0.0,,0.0,,13.0
10,3450000.0,60.2,2018-08-15T00:00:00,2,,15.0,36.8,5,,False,False,13.11,,Generic US Locality,,,,,,,42.0
5,7400000.0,63.0,2018-02-01T00:00:00,2,,13.0,37.0,12,,False,False,12.0,,New York City,46625.0,16554.0,0.0,,0.0,,7.0
5,1850000.0,71.5,2017-08-01T00:00:00,3,2.55,5.0,42.7,3,,False,False,8.5,0.0,Generic US Locality,,,,,,,49.0
9,3150000.0,31.2,2017-06-21T00:00:00,1,2.6,5.0,18.0,3,,False,False,6.25,,New York City,44053.0,16556.0,0.0,,0.0,,211.0
12,5350000.0,50.0,2017-05-20T00:00:00,2,,10.0,28.0,5,False,False,False,8.0,2.0,New York City,29791.0,12652.0,0.0,,1.0,815.0,73.0
5,4800000.0,47.0,2018-10-23T00:00:00,2,3.0,5.0,30.0,3,,False,False,11.0,,New York City,24940.0,5508.0,0.0,,0.0,,7.0
20,5480000.0,56.0,2019-04-02T00:00:00,2,2.7,18.0,31.3,2,,False,False,11.6,1.0,Generic US Locality,,,,,,,
6,1800000.0,50.0,2018-01-18T00:00:00,2,,5.0,34.0,4,,False,False,5.5,,Generic US Locality,,,,,,,98.0
3,10700000.0,100.6,2018-02-22T00:00:00,5,3.5,5.0,64.2,4,,False,False,14.0,,New York City,23974.0,4542.0,1.0,526.0,1.0,935.0,125.0
7,2500000.0,41.0,2017-07-16T00:00:00,2,,5.0,26.0,3,,False,False,5.0,1.0,Generic US Locality,,,,,,,151.0
17,2650000.0,31.0,2017-06-01T00:00:00,1,2.5,5.0,18.0,1,,False,False,5.7,,New York City,13510.0,14589.0,1.0,384.0,1.0,958.0,331.0
9,7500000.0,60.0,2017-11-27T00:00:00,2,,10.0,29.0,5,,False,False,10.5,,New York City,30917.0,3896.0,2.0,456.0,3.0,91.0,20.0
9,1800000.0,32.6,2018-03-15T00:00:00,1,2.5,4.0,18.5,2,,False,False,5.9,1.0,Generic US Locality,,,,,,,
11,5450000.0,43.0,2019-02-09T00:00:00,1,,26.0,17.3,7,,False,False,12.6,,New York City,36628.0,14780.0,0.0,,0.0,,
7,4593600.0,63.8,2017-07-06T00:00:00,2,2.75,23.0,,2,False,False,False,,,Greenwich,,,,,,,201.0
20,31500000.0,237.8,2017-04-09T00:00:00,5,3.57,5.0,144.6,4,,False,False,26.0,1.0,New York City,39739.0,7011.0,2.0,447.0,2.0,486.0,
7,1980000.0,23.98,2018-02-01T00:00:00,0,,4.0,10.5,3,,False,True,,1.0,Generic US Locality,,,,,,,120.0
16,5400000.0,57.5,2017-12-08T00:00:00,2,3.2,5.0,36.4,4,,False,False,8.0,1.0,New York City,29731.0,8579.0,2.0,481.0,0.0,,152.0
20,6750000.0,57.0,2018-06-22T00:00:00,2,,16.0,29.0,13,,False,False,14.0,,New York City,43431.0,12188.0,0.0,,0.0,,101.0
10,6200000.0,72.0,2017-08-01T00:00:00,3,2.6,9.0,48.0,3,,False,False,8.5,2.0,New York City,32672.0,12266.0,0.0,,0.0,,175.00000000000003
10,6800000.0,50.9,2019-02-09T00:00:00,1,3.0,5.0,19.8,5,,False,False,10.4,,New York City,33814.0,6947.0,3.0,336.0,2.0,316.0,
3,4150000.0,44.0,2018-07-16T00:00:00,2,2.58,9.0,27.3,9,False,False,False,6.7,,New York City,12609.0,15201.0,0.0,,1.0,616.0,7.0
9,5200000.0,63.9,2017-05-30T00:00:00,3,2.6,9.0,39.6,8,False,False,False,9.5,2.0,New York City,12588.0,15180.0,0.0,,0.0,,162.0
19,4000000.0,49.9,2019-05-01T00:00:00,2,2.5,9.0,25.0,1,,False,False,10.0,,New York City,13567.0,14384.0,1.0,20.0,1.0,681.0,1.0
3,20445000.0,141.0,2018-07-04T00:00:00,3,3.3,16.0,65.72,11,,False,False,35.35,,New York City,37434.0,8460.0,1.0,441.0,2.0,427.0,266.0
0,4400000.0,60.0,2018-01-12T00:00:00,3,2.5,9.0,,8,,False,False,,,New York City,49585.0,15929.0,0.0,,0.0,,45.00000000000001
10,3400000.0,44.6,2019-03-14T00:00:00,2,2.5,5.0,31.0,5,,False,False,5.0,1.0,Generic US Locality,25440.0,28864.0,3.0,509.0,0.0,,41.0
7,2150000.0,28.9,2018-11-16T00:00:00,1,,5.0,14.7,5,,False,False,5.0,,Generic US Locality,,,,,,,
9,3200000.0,34.0,2017-02-20T00:00:00,1,,10.0,17.0,4,False,False,False,9.0,2.0,Newark,29146.0,34933.0,0.0,,0.0,,9.0
16,10665000.0,67.77,2018-08-04T00:00:00,2,2.75,20.0,,6,,False,False,15.3,2.0,New York City,39357.0,10581.0,2.0,288.0,3.0,311.0,90.00000000000001
7,2600000.0,40.0,2017-11-29T00:00:00,1,,9.0,20.0,3,,False,False,10.0,,Jersey City,18399.0,29646.0,0.0,,0.0,,45.00000000000001
1,4350000.0,79.0,2017-08-01T00:00:00,3,,4.0,,4,,False,False,,0.0,Generic US Locality,,,,,,,42.0
10,5300000.0,43.7,2018-07-12T00:00:00,1,2.76,16.0,21.1,13,,False,False,11.5,,New York City,11924.0,10475.0,0.0,,1.0,338.0,37.0
5,3550000.0,46.0,2018-02-15T00:00:00,2,,5.0,32.0,3,,False,False,6.9,1.0,New York City,25463.0,14340.0,0.0,,0.0,,51.0
9,7450000.0,63.0,2017-11-19T00:00:00,2,,21.0,32.6,20,,False,False,10.0,,New York City,10552.0,13063.0,0.0,,0.0,,89.00000000000001
20,4350000.0,61.7,2017-03-07T00:00:00,3,2.59,5.0,44.0,4,,False,False,6.9,0.0,New York City,21501.0,14231.0,0.0,,0.0,,131.0
5,1625000.0,27.0,2018-02-13T00:00:00,1,,5.0,18.1,3,,False,False,,,Generic US Locality,,,,,,,87.00000000000001
2,17850000.0,133.0,2018-02-01T00:00:00,3,2.9,9.0,72.0,4,,False,False,17.7,1.0,New York City,24796.0,3371.0,3.0,528.0,2.0,383.0,182.00000000000003
6,4750000.0,33.6,2018-11-07T00:00:00,1,2.75,4.0,14.5,3,,False,False,8.9,,New York City,10638.0,12082.0,1.0,392.0,1.0,657.0,38.0
13,3975000.0,42.4,2017-10-16T00:00:00,1,,23.0,17.2,10,,False,False,10.0,2.0,New York City,22314.0,17642.0,0.0,,1.0,68.0,196.0
10,6000000.0,57.2,2018-04-02T00:00:00,3,2.6,10.0,39.0,4,,False,False,6.2,,New York City,35102.0,12017.0,0.0,,0.0,,282.0
10,6200000.0,74.0,2019-04-25T00:00:00,2,3.5,4.0,40.0,1,,False,False,9.0,,New York City,24261.0,4670.0,2.0,318.0,0.0,,
6,3200000.0,32.0,2017-09-28T00:00:00,1,,9.0,17.0,5,,False,False,6.3,0.0,New York City,47059.0,15204.0,1.0,830.0,1.0,784.0,4.0
15,8520000.0,64.0,2017-12-20T00:00:00,2,2.75,18.0,33.0,2,,False,False,11.0,,New York City,18039.0,4352.0,0.0,,0.0,,420.0
12,3000000.0,48.0,2019-04-18T00:00:00,2,2.5,5.0,,4,,False,False,6.5,2.0,Generic US Locality,,,,,,,
7,3499999.0,37.0,2017-05-19T00:00:00,1,,9.0,20.5,5,,False,False,6.5,1.0,New York City,15027.0,13568.0,0.0,,1.0,837.0,34.0
1,2350000.0,22.0,2019-04-08T00:00:00,1,2.5,12.0,14.5,10,,False,False,,,Newark,28422.0,34208.0,0.0,,0.0,,16.0
4,3050000.0,28.0,2019-02-26T00:00:00,1,,23.0,20.0,3,,False,False,7.0,,New York City,21460.0,16788.0,0.0,,1.0,170.0,26.0
15,2000000.0,54.5,2018-10-10T00:00:00,2,,5.0,31.0,1,,False,False,9.0,2.0,Generic US Locality,,,,,,,168.0
13,3100000.0,40.5,2017-04-20T00:00:00,1,2.55,21.0,17.8,17,,False,False,9.4,,Generic US Locality,,,,,,,272.0
15,3440000.0,50.0,2017-05-19T00:00:00,2,,4.0,29.0,1,,False,False,8.5,0.0,Newark,26128.0,31914.0,2.0,166.0,3.0,44.0,150.0
5,1935000.0,33.5,2018-02-15T00:00:00,1,,10.0,,4,,False,False,,,Long Island City,,,,,,,29.0
15,9990000.0,78.8,2016-10-21T00:00:00,2,3.4,5.0,39.2,4,,False,False,12.8,,New York City,32838.0,4367.0,0.0,,0.0,,521.0
10,2800000.0,31.3,2017-10-13T00:00:00,1,,5.0,18.0,2,,False,False,6.0,,New York City,11704.0,10223.0,0.0,,1.0,211.0,162.0
11,7650000.0,67.0,2017-10-18T00:00:00,2,,13.0,37.5,13,,False,False,10.6,1.0,New York City,33756.0,13625.0,0.0,,0.0,,6.000000000000001
2,12100000.0,125.0,2017-09-27T00:00:00,3,2.75,6.0,74.0,6,,False,False,8.0,,New York City,37821.0,12719.0,1.0,463.0,1.0,453.0,560.0
16,5190000.0,61.7,2015-11-24T00:00:00,3,2.5,9.0,43.4,7,,False,False,6.3,,New York City,47433.0,16723.0,0.0,,0.0,,1112.0
6,3000000.0,34.0,2017-10-13T00:00:00,1,2.6,9.0,17.6,7,,False,False,8.0,1.0,New York City,32711.0,11785.0,1.0,671.0,0.0,,11.000000000000002
5,10990000.0,67.5,2015-09-20T00:00:00,2,,13.0,36.4,13,,False,False,10.4,2.0,New York City,27373.0,6075.0,1.0,691.0,3.0,551.0,1228.0
9,4250000.0,45.0,2018-02-01T00:00:00,2,2.56,5.0,29.0,1,,False,False,7.0,,New York City,15063.0,13604.0,1.0,870.0,1.0,720.0,342.0
9,650000.0,42.0,2019-04-27T00:00:00,2,,5.0,26.0,5,,False,False,6.0,,Generic US Locality,,,,,,,
6,2250000.0,33.0,2018-02-01T00:00:00,1,2.6,9.0,18.0,4,,False,False,6.3,,Generic US Locality,24723.0,28148.0,0.0,,0.0,,23.000000000000004
15,12950000.0,103.2,2017-07-26T00:00:00,3,2.8,25.0,47.0,18,,False,False,30.2,1.0,New York City,40584.0,12398.0,3.0,447.0,0.0,,257.0
10,14000000.0,107.1,2017-04-16T00:00:00,4,,16.0,58.8,15,,False,False,13.5,5.0,New York City,38178.0,11763.0,0.0,,1.0,844.0,103.0
2,4900000.0,38.0,2018-06-26T00:00:00,1,,24.0,,7,,False,False,,,New York City,10731.0,14643.0,0.0,,1.0,1042.0,60.0
11,5000000.0,51.0,2017-06-17T00:00:00,2,2.56,9.0,30.2,7,,False,False,7.9,0.0,New York City,12317.0,14908.0,0.0,,1.0,233.0,16.0
4,3300000.0,31.0,2017-02-20T00:00:00,1,2.5,4.0,17.0,3,,False,False,5.0,,White Plains,14528.0,26681.0,3.0,398.0,3.0,213.0,651.0
7,5970000.0,42.4,2017-12-15T00:00:00,1,,17.0,,9,,False,False,,,New York City,17441.0,8092.0,0.0,,0.0,,60.0
3,2990000.0,36.1,2018-04-26T00:00:00,1,2.48,12.0,18.3,4,,False,False,7.0,1.0,Generic US Locality,65224.0,46949.0,1.0,631.0,1.0,452.0,133.0
20,5500000.0,35.0,2017-11-28T00:00:00,1,2.84,23.0,13.5,19,,False,False,15.0,,New York City,52480.0,15598.0,0.0,,1.0,464.0,31.0
4,4350000.0,48.0,2015-04-24T00:00:00,2,,12.0,27.0,8,,False,False,7.0,0.0,New York City,15026.0,17474.0,0.0,,0.0,,473.0
9,2050000.0,47.0,2017-11-14T00:00:00,2,2.8,3.0,30.0,2,,False,False,8.0,,Generic US Locality,,,,,,,103.0
14,6100000.0,45.0,2017-12-30T00:00:00,1,3.0,5.0,25.0,2,,False,False,15.0,,New York City,31284.0,4525.0,0.0,,0.0,,130.0
0,6992000.0,76.0,2018-04-05T00:00:00,3,2.7,25.0,44.6,16,False,False,False,11.5,,Greenwich,,,,,,,4.0
0,3000000.0,31.0,2018-04-10T00:00:00,1,2.5,9.0,17.0,1,,False,False,7.0,,New York City,36794.0,9487.0,1.0,480.0,0.0,,301.0
12,5400000.0,43.0,2017-11-27T00:00:00,1,,18.0,18.0,12,,False,False,10.0,,New York City,45596.0,14296.0,1.0,401.0,0.0,,57.0
8,1850000.0,40.5,2018-03-26T00:00:00,1,2.5,4.0,19.5,4,,False,False,9.7,,Generic US Locality,,,,,,,
5,5490000.0,57.9,2015-10-22T00:00:00,2,,25.0,31.62,13,,False,False,10.09,0.0,New York City,7106.0,13322.0,1.0,1188.0,0.0,,428.0
0,5960000.0,87.0,2017-06-28T00:00:00,2,2.8,4.0,37.0,3,,False,False,15.0,,Stamford,49343.0,52768.0,2.0,407.0,3.0,410.0,236.0
16,5130000.0,52.0,2015-11-19T00:00:00,2,,12.0,30.0,7,,False,False,8.0,0.0,New York City,32622.0,14071.0,0.0,,0.0,,408.0
16,2950000.0,37.0,2016-05-30T00:00:00,1,,5.0,17.5,1,,False,False,8.5,0.0,Hartford,,,,,,,42.0
13,4550000.0,45.0,2017-11-10T00:00:00,2,,9.0,26.2,7,,False,False,7.3,1.0,New York City,17863.0,16865.0,1.0,315.0,1.0,860.0,182.00000000000003
20,19000000.0,179.7,2017-11-30T00:00:00,4,2.57,12.0,92.7,12,,False,False,14.2,5.0,New York City,31039.0,13021.0,0.0,,0.0,,305.0
6,3730000.0,36.2,2018-07-31T00:00:00,1,2.6,12.0,21.4,12,,False,False,7.3,,New York City,43692.0,10473.0,1.0,78.0,1.0,960.0,67.0
9,2850000.0,47.0,2018-12-16T00:00:00,2,2.6,5.0,28.0,1,,False,False,6.5,,Generic US Locality,,,,,,,
20,20500000.0,168.0,2015-09-20T00:00:00,4,3.0,5.0,72.52,2,,False,False,46.0,,New York City,17112.0,16114.0,3.0,574.0,2.0,207.0,
18,8990000.0,69.0,2018-08-12T00:00:00,3,2.75,16.0,43.0,8,,False,False,9.0,1.0,New York City,30252.0,7624.0,0.0,,1.0,267.0,49.0
15,6700000.0,92.5,2019-03-10T00:00:00,3,,16.0,54.0,12,,False,False,10.7,1.0,Yonkers,54061.0,23986.0,0.0,,0.0,,
11,3550000.0,28.0,2018-02-08T00:00:00,1,2.65,34.0,18.0,23,,False,False,,,New York City,18732.0,20444.0,0.0,,3.0,80.0,410.0
4,2200000.0,43.0,2016-12-03T00:00:00,1,2.75,3.0,19.0,3,,False,False,8.6,,Generic US Locality,,,,,,,362.00000000000006
9,3650000.0,46.5,2019-03-05T00:00:00,1,,10.0,18.0,3,,False,False,14.0,,New Rochelle,,,,,,,45.00000000000001
8,4100000.0,47.0,2018-10-30T00:00:00,2,2.5,5.0,34.0,2,,False,False,5.0,,Hartford,,,,,,,
1,4250000.0,52.6,2019-02-13T00:00:00,2,,10.0,,10,,False,False,,2.0,Generic US Locality,,,,,,,
11,2800000.0,51.4,2018-12-18T00:00:00,2,2.5,5.0,29.3,4,,False,False,8.2,,Hartford,,,,,,,55.0
0,3300000.0,45.3,2017-08-27T00:00:00,2,,9.0,27.9,2,,False,False,8.3,,Jersey City,24150.0,29936.0,0.0,,0.0,,105.0
19,4700000.0,52.2,2018-03-23T00:00:00,2,2.6,5.0,30.4,5,,False,False,6.8,1.0,New York City,13835.0,12367.0,0.0,,1.0,667.0,303.0
0,7500000.0,77.0,2018-04-09T00:00:00,4,,5.0,,3,,False,False,,,White Plains,12611.0,24765.0,1.0,533.0,0.0,,156.0
10,62171920.0,200.3,2018-05-19T00:00:00,3,,16.0,101.0,11,,False,False,32.1,,New York City,31887.0,4979.0,0.0,,2.0,182.0,
14,4600000.0,52.7,2017-12-27T00:00:00,2,3.0,5.0,37.1,2,,False,False,6.7,,New York City,19547.0,3816.0,0.0,,3.0,319.0,187.00000000000003
11,1450000.0,44.6,2017-07-20T00:00:00,2,2.5,5.0,32.0,4,,False,False,5.0,,Generic US Locality,,,,,,,229.0
6,3190000.0,45.3,2017-10-03T00:00:00,2,2.56,5.0,31.2,1,,False,False,6.1,0.0,New York City,20243.0,14385.0,1.0,945.0,1.0,943.0,30.0
13,1050000.0,30.4,2018-02-07T00:00:00,1,,2.0,17.5,1,,False,False,6.1,,Generic US Locality,,,,,,,210.0
5,7500000.0,65.0,2016-03-16T00:00:00,2,,15.0,34.0,7,False,False,False,12.5,2.0,New York City,13665.0,12398.0,1.0,737.0,0.0,,163.0
4,2850000.0,32.0,2017-11-14T00:00:00,1,,9.0,18.0,2,,False,False,6.0,,New York City,49480.0,15305.0,1.0,808.0,1.0,774.0,131.0
11,3500000.0,43.5,2017-10-13T00:00:00,2,2.5,5.0,27.0,1,,False,False,,0.0,Yonkers,54584.0,18810.0,1.0,108.0,1.0,98.0,5.0
0,5200000.0,68.0,2019-04-19T00:00:00,2,3.0,3.0,39.5,3,,False,False,8.3,,New York City,35652.0,10567.0,1.0,641.0,0.0,,4.0
6,2600000.0,32.0,2019-02-11T00:00:00,1,2.5,4.0,18.7,1,,False,False,5.4,,Generic US Locality,28945.0,24134.0,0.0,,0.0,,
15,6650000.0,63.8,2017-04-20T00:00:00,2,,4.0,39.9,4,,False,False,6.6,0.0,New York City,24202.0,4034.0,0.0,,1.0,582.0,95.0
6,2900000.0,40.5,2016-05-04T00:00:00,1,,10.0,18.6,6,False,False,False,10.8,2.0,Jersey City,18012.0,23688.0,0.0,,1.0,630.0,848.0
1,7570000.0,75.0,2019-02-07T00:00:00,4,2.6,14.0,47.0,9,,False,False,9.0,1.0,New York City,29693.0,12524.0,1.0,651.0,1.0,957.0,
12,4200000.0,38.0,2018-02-12T00:00:00,1,2.7,4.0,17.0,3,,False,False,9.0,1.0,White Plains,14982.0,27136.0,3.0,311.0,3.0,557.0,162.0
10,4100000.0,40.0,2018-08-15T00:00:00,1,,21.0,18.0,10,,False,False,11.0,,Long Island City,,,,,,,20.0
9,1190000.0,32.5,2019-02-23T00:00:00,1,2.7,5.0,17.9,2,,False,False,6.2,,Generic US Locality,,,,,,,
6,5900000.0,52.0,2015-11-19T00:00:00,2,,10.0,31.0,3,,False,False,9.5,2.0,New York City,34446.0,11799.0,0.0,,0.0,,785.0
19,5500000.0,56.7,2019-03-19T00:00:00,2,2.5,9.0,29.6,5,,False,False,7.3,,New York City,47632.0,15812.0,0.0,,0.0,,10.0
8,3800000.0,46.0,2018-05-27T00:00:00,2,2.5,9.0,29.0,2,,False,False,7.0,2.0,Newark,27483.0,33269.0,0.0,,2.0,480.0,247.0
15,3100000.0,39.3,2018-03-14T00:00:00,1,,16.0,,7,,False,False,10.3,2.0,Generic US Locality,,,,,,,6.000000000000001
13,2900000.0,56.8,2018-06-28T00:00:00,2,,5.0,33.0,5,,False,False,8.5,,Generic US Locality,,,,,,,29.0
20,16900000.0,65.0,2019-03-13T00:00:00,2,3.0,7.0,32.0,7,,False,False,14.0,1.0,New York City,32685.0,6131.0,0.0,,1.0,357.0,16.0
18,6540000.0,73.2,2019-04-10T00:00:00,4,,9.0,51.8,9,,False,False,6.3,,New York City,22089.0,16209.0,0.0,,1.0,781.0,
2,2250000.0,38.5,2017-11-10T00:00:00,1,,10.0,15.72,5,,False,False,11.29,1.0,Generic US Locality,,,,,,,286.0
10,3330000.0,42.3,2017-09-19T00:00:00,1,2.6,10.0,18.0,8,,False,False,11.0,2.0,Jersey City,11637.0,17424.0,0.0,,0.0,,25.0
6,2900000.0,42.0,2017-05-30T00:00:00,2,,4.0,31.0,2,,False,False,5.0,0.0,Generic US Locality,,,,,,,45.00000000000001
11,8250000.0,69.7,2017-07-05T00:00:00,3,3.0,5.0,48.4,1,,False,False,8.8,,New York City,12126.0,8164.0,1.0,474.0,3.0,468.0,280.0
8,8300000.0,70.0,2016-01-29T00:00:00,2,3.2,8.0,42.0,7,False,False,False,12.0,2.0,New York City,18140.0,17143.0,1.0,1514.0,2.0,16.0,200.0
6,7500000.0,63.0,2017-08-30T00:00:00,2,2.8,15.0,31.0,8,,False,False,13.0,,New York City,34530.0,14398.0,0.0,,1.0,965.0,167.0
4,9190000.0,104.0,2018-05-02T00:00:00,4,2.67,7.0,63.3,6,False,False,False,7.5,,New York City,25017.0,3865.0,1.0,439.0,2.0,619.0,
3,3800000.0,33.8,2017-10-19T00:00:00,1,2.5,10.0,18.7,4,,False,False,7.0,2.0,New York City,33954.0,14256.0,0.0,,0.0,,4.0
8,6300000.0,60.6,2017-02-15T00:00:00,2,2.78,16.0,35.4,3,,False,False,10.7,0.0,New York City,10841.0,12458.0,0.0,,0.0,,86.0
18,6800000.0,100.0,2019-04-21T00:00:00,5,2.5,15.0,64.8,11,,False,False,6.8,,New York City,49791.0,15645.0,1.0,312.0,0.0,,
13,2600000.0,43.5,2018-02-27T00:00:00,2,2.5,5.0,28.5,1,,False,False,5.0,,Hartford,,,,,,,20.0
8,1100000.0,31.3,2019-04-18T00:00:00,1,,5.0,18.0,3,,False,False,5.5,,Generic US Locality,,,,,,,
20,7200000.0,52.0,2019-04-28T00:00:00,2,2.65,9.0,31.0,8,,False,False,8.0,1.0,New York City,29615.0,6987.0,0.0,,3.0,369.0,
6,3980000.0,44.6,2018-03-06T00:00:00,2,,5.0,30.3,5,,False,False,7.0,1.0,New York City,15001.0,13542.0,0.0,,0.0,,37.0
4,2950000.0,31.0,2016-05-19T00:00:00,1,,5.0,,4,,False,False,,0.0,New York City,39636.0,8896.0,0.0,,1.0,873.0,90.00000000000001
6,4500000.0,40.0,2017-07-24T00:00:00,1,2.62,12.0,20.0,3,,False,False,10.0,2.0,New York City,35094.0,15396.0,0.0,,3.0,803.0,48.00000000000001
12,4550000.0,64.0,2016-04-25T00:00:00,3,,5.0,43.6,4,,False,False,,0.0,Generic US Locality,,,,,,,387.00000000000006
9,800000.0,29.0,2018-09-12T00:00:00,1,2.5,5.0,15.0,4,,False,False,7.0,1.0,Generic US Locality,,,,,,,
12,4500000.0,52.0,2018-06-13T00:00:00,2,,5.0,30.0,2,,False,False,10.0,,Princeton,40114.0,32795.0,0.0,,0.0,,128.0
6,15715440.0,94.9,2017-04-25T00:00:00,3,3.0,17.0,52.77,15,False,False,False,14.56,,New York City,39140.0,10364.0,2.0,173.0,3.0,196.0,549.0
3,5670000.0,57.1,2018-08-12T00:00:00,2,,25.0,32.05,6,,False,False,9.5,,New York City,48847.0,16685.0,0.0,,0.0,,226.0
14,2620000.0,59.0,2018-01-18T00:00:00,2,2.5,5.0,29.5,2,,False,False,15.0,,Generic US Locality,,,,,,,
10,2290000.0,30.1,2017-12-26T00:00:00,1,2.7,3.0,12.5,2,,False,False,9.0,,Generic US Locality,,,,,,,169.0
6,4000000.0,41.0,2017-11-10T00:00:00,1,2.7,14.0,,1,,False,False,,,New York City,33482.0,14581.0,0.0,,1.0,665.0,74.0
8,1150000.0,29.4,2019-02-18T00:00:00,1,2.5,5.0,17.0,3,,False,False,5.5,,Generic US Locality,,,,,,,
9,3650000.0,40.5,2017-06-12T00:00:00,1,,10.0,18.6,9,,False,False,11.0,2.0,New York City,15033.0,13574.0,1.0,432.0,1.0,120.0,193.00000000000003
19,6000000.0,77.7,2016-06-03T00:00:00,4,2.5,9.0,55.1,4,False,False,False,10.0,2.0,New York City,27486.0,11854.0,2.0,257.0,1.0,856.0,269.0
10,2600000.0,45.2,2017-09-28T00:00:00,2,,5.0,26.5,1,,False,False,6.2,1.0,Generic US Locality,,,,,,,117.0
5,3600000.0,39.0,2017-04-22T00:00:00,1,,,,9,,False,False,,0.0,New York City,22735.0,11618.0,1.0,835.0,1.0,652.0,77.0
